Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  [29] std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator*() const [37] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [65] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::uninitialized_copy<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  [42] std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> >::operator->() const [54] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [7] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
  [76] std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::base() const [183] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [79] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__copy_move_backward_a<true, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  [49] std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::operator*() const [184] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [21] void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
 [137] std::uniform_real_distribution<double>::param_type::a() const [32] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [78] void std::__move_median_to_first<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
 [139] std::uniform_real_distribution<double>::param_type::b() const [85] std::uniform_real_distribution<double>::param_type::param_type(double, double) [52] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__uninitialized_copy_a<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, common::Point>(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::allocator<common::Point>&)
  [41] std::deque<common::Point, std::allocator<common::Point> >::end() const [86] std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [113] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__copy_move_backward_a1<true, common::Point, common::Point&, common::Point*, common::Point>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  [25] std::deque<common::Point, std::allocator<common::Point> >::size() const [14] double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [115] __gnu_cxx::__enable_if<std::__is_random_access_iter<common::Point*, std::iterator_traits<common::Point*>::iterator_category>::__value, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::__type std::__copy_move_backward_a1<true, common::Point*, common::Point>(common::Point*, common::Point*, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
 [116] std::deque<common::Point, std::allocator<common::Point> >::begin() const [15] double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [127] common::Point* std::__copy_move_backward_a1<true, common::Point*, common::Point*>(common::Point*, common::Point*, common::Point*)
 [119] std::deque<common::Point, std::allocator<common::Point> >::rbegin() const [80] std::deque<common::Point, std::allocator<common::Point> >::push_front(common::Point const&) [128] common::Point* std::__copy_move_backward_a2<true, common::Point*, common::Point*>(common::Point*, common::Point*, common::Point*)
  [72] std::deque<common::Point, std::allocator<common::Point> >::max_size() const [73] std::deque<common::Point, std::allocator<common::Point> >::_S_max_size(std::allocator<common::Point> const&) [87] std::__is_constant_evaluated()
 [175] std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl::_Deque_impl() [44] common::Point& std::deque<common::Point, std::allocator<common::Point> >::emplace_back<double, double>(double&&, double&&) [114] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__copy_move_backward_dit<true, common::Point, common::Point&, common::Point*, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
 [181] std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl::_Deque_impl(std::allocator<common::Point>&&) [173] std::deque<common::Point, std::allocator<common::Point> >::_M_destroy_data(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::allocator<common::Point> const&) [27] void std::__unguarded_linear_insert<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter)
 [182] std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl::_Deque_impl(std::allocator<common::Point> const&) [68] std::deque<common::Point, std::allocator<common::Point> >::_M_pop_back_aux() [23] void std::__unguarded_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
 [172] std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl::~_Deque_impl() [56] void std::deque<common::Point, std::allocator<common::Point> >::_M_push_back_aux<common::Point const&>(common::Point const&) [6] std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition_pivot<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
 [158] std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_allocate_map(unsigned long) [91] void std::deque<common::Point, std::allocator<common::Point> >::_M_push_back_aux<double, double>(double&&, double&&) [188] std::abs(double)
 [102] std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_create_nodes(common::Point**, common::Point**) [112] void std::deque<common::Point, std::allocator<common::Point> >::_M_push_front_aux<common::Point const&>(common::Point const&) [82] std::log(long double)
